"family","семья","familio"
"weevil","долгоносик","Kurkulio"
"centipede","сороконожка","centpiedulo"
"horsefly","слепень","tabano"
"tsetse","муха цеце","ceceo"
"drone","трутень","virabelo"
"midge","мошка","Muŝeto"
"insecticide","инсектицид","Insekticido"
"incubator","инкубатор","kovilo"
"cub","детёныш","ido"
"gosling","гусёнок","Anserido"
"heifer","тёлка","Bovidino"
"roe","икра","Fiŝovaĵo"
"scale","чешуя","Skvamo"
"fin","плавник","naĝilo"
"dorsal fin","спинной плавник","dorsa naĝilo"
"pectoral fin","грудной плавник","brusta naĝilo"
"gill","жабра","branko"
"fishbone","рыбная кость","Fiŝosto"
"habitat","среда обитания","vivmedio"
"swarm","рой","svarmo"
"beehive","улей","Abelujo"
"school","косяк","Fiŝaro"
"herd of horses","стадо лошадей","ĉevalaro"
"flock of sheep","стадо овец","ŝafaro"
"caravan","караван","karavano"
"pasture","пасти","paŝti"
"oink","хрюкать","grunti"
"bleat","блеять","bleki"
"tweet","щебетать","pepi"
"croak","квакать","kvaki"
"crow","кукарекать","Kokeriki"
"howl","выть","Hurli"
"oink","хрюкание","gruntado"
"bleat","блеяние","belado"
"tweet","щебетанье","Pepado"
"croak","кваканье","Kvakado"
"crow","кукареканье","kokerikado"
"howl","вой","Hurlo"
"twenty-first","двадцать первый","dudek-unua"
"thirty-second","тридцать второй","tridek-dua"
"forty-third","сорок третий","kvardek-tria"
"fifty-fourth","пятьдесят четвёртый","kvindek-kvara"
"sixty-fifth","шестьдесят пятый","sesdek-kvina"
"seventy-sixth","семьдесят шестой","Sepdek-sesa"
"eighty-seventh","восемьдесят седьмой","okdek sepa"
"ninety-eighth","девяносто восьмой","naŭdek-oka"
"thousandth","тысячный","mila"
"millionth","миллионный","miliona"
"billionth","миллиардный","miliarda"
"trillionth","триллионный","triliona"
"number","нумеровать","numeri"
"spectrum","спектр","spektro"
"shade","оттенок","Nuanco"
"ivory","цвета слоновой кости","Eburkolora"
"chocolate","шоколадный","ĉokolada"
"salmon","лососёвый","salmokolora"
"copper","медный","kupra"
"smoke","дымчатый","Fuma"
"cream","кремовый","kremkolora"
"pigment","пигмент","pigmento"
"coffee","кофейный","kafa"
"mauve","лиловый","malva"
"magenta","пурпурно-красный","magenta"
"crimson","багровый","karmezina"
"carmine","карминовый","karmezina"
"cinnamon","цвета корицы","cinamkolora"
"short-term","краткосрочный","mallongdaŭra"
"long-term","долгосрочный","longdaŭra"
"continuous","непрерывный","kontinua"
"permanent","постоянный","konstanta"
"ancient","древний","Antikva"
"medieval","средневековый","mezepoka"
"current","текущий","nuna"
"duration","продолжительность","Daŭro"
"half-year","полгода","duonjaro"
"half-hour","полчаса","duonhoro"
"microsecond","микросекунда","mikrosekundo"
"nanosecond","наносекунда","nanosekundo"
"interval","промежуток","Intervalo"
"sundial","солнечные часы","sunhorloĝo"
"straight","прямой","rekta"
"parallel","параллельный","paralela"
"round","круглый","Ronda"
"square","квадратный","Kvadrata"
"oval","овальный","ovala"
"triangular","треугольный","triangula"
"rectangular","прямоугольный","ortangula"
"cross","крест","kruco"
"grid","сетка","krado"
"parallelogram","параллелограмм","Paralelogramo"
"rhombus","ромб","Rombo"
"trapezium","трапеция","Trapezo"
"circumference","окружность","cirkonferenco"
"symmetrical","симметричный","simetria"
"asymmetrical","асимметричный","asimetria"
"multilateral","многосторонний","multflanka"
"measure","мера","mezuro"
"length","длина","longo"
"width","ширина","larĝo"
"depth","глубина","profundo"
"distance","расстояние","distanco"
"millimetre","миллиметр","milimetro"
"centimetre","сантиметр","centimetro"
"metric","метрический","metra"
"humanity","человечество","homaro"
"citizen","гражданин","Civitano"
"resident","житель","Loĝanto"
"foreigner","иностранка","Fremdulino"
"immigrant","иммигрант","Enmigranto"
"refugee","беженец","rifuĝinto"
"taxpayer","налогоплательщик","Impostpaganto"
"minor","несовершеннолетний","Minorulo"
"locals","местные","lokuloj"
"tribe","племя","Tribo"
"intellectual","интеллектуал","Intelektulo"
"rival","соперник","Rivalo"
"dreamer","мечтатель","Revulo"
"countryman","сельчанин","Kamprano"
"diva","дива","divo"
"coward","трус","Malkuraĝulo"
"guru","гуру","Guruo"
"outsider","посторонний","Eksterulo"
"Gypsy","цыганка","Ciganino"
"caveman","пещерный человек","kavernulo"
"beginning","начало","komenco"
"middle","середина","Mezo"
"ending","конец","fino"
"top","верхушка","supro"
"bottom","низ","malsupro"
"level","уровень","nivelo"
"side","сторона","flanko"
"treasure","сокровище","Trezoro"
"stain","пятно","makulo"
"layer","слой","tavolo"
"rubber","резина","kaŭĉuko"
"tar","дёготь","gudro"
"embers","угольки","ardaĵoj"
"spark","искра","fajrero"
"advantage","преимущество","avantaĝo"
"disadvantage","недостаток","malavantaĝo"
"increase","рост","Kresko"
"decrease","спад","malkresko"
"need","потребность","Bezono"
"problem","проблема","problemo"
"solution","решение","solvo"
"effect","эффект","efekto"
"difference","разница","diferenco"
"politics","политика","politiko"
"independence","независимость","sendependeco"
"constitution","конституция","Konstitucio"
"parliament","парламент","Parlamento"
"ministry","министерство","Ministerio"
"embassy","посольство","Ambasado"
"election","выборы","elekto"
"alliance","альянс","alianco"
"protest","протест","protesto"
"revolution","революция","Revolucio"
"psychology","психология","psikologio"
"philosophy","философия","filozofio"
"sociology","социология","Sociologio"
"behaviour","поведение","konduto"
"obedience","покорность","obeemo"
"disobedience","непокорность","malobeo"
"analysis","анализ","analizo"
"effort","усилие","peno"
"decision","решение","decido"
"conclusion","вывод","Konkludo"
"belief","убеждение","konvinko"
"manner","манера","Maniero"
"speech","речь","parolo"
"piece of advice","совет","konsilo"
"rumour","слух","Onidiro"
"shout","крик","krio"
"observation","наблюдение","observo"
"guess","догадка","diveno"
"quarrel","ссора","kverelo"
"compromise","компромисс","Kompromiso"
"remark","замечание","Rimarko"
"warning","предупреждение","Averto"
"gesture","жест","gesto"
"insult","оскорбление","insulto"
"clean","убирать","purigi"
"dust","вытирать пыль","senpolvigi"
"dry","сушить","Sekigi"
"wet","мочить","malsekigi"
"bathe","купаться","baniĝi"
"soap","намыливать","sapumi"
"shower","принимать душ","Duŝi"
"wipe","вытирать","Viŝi"
"appear","появляться","aperi"
"disappear","исчезать","Malaperi"
"tie","завязывать","ligi"
"untie","развязывать","malligi"
"press","нажимать","Premi"
"turn","поворачиваться","Turniĝi"
"tear","рвать","Ŝiri"
"duck","пригибаться","kliniĝi"
"scratch","чесать","grati"
"gasp","дышать с трудом","Anheli"
"slurp","сёрбать","sorbi"
"approach","подходить","alproksimiĝi"
"rock","качать","balanci"
"fasten","пристёгивать","fiksi"
"unfasten","отстёгивать","malbukumi"
"load","нагружать","ŝarĝi"
"spray","распылять","ŝprucigi"
"smoke","курить","fumi"
"shove","пихать","puŝi"
"poke","тыкать","piki"
"bear","таскать","porti"
"shift","перекладывать","translokigi"
"swing","раскачиваться","svingiĝi"
"destroy","разрушать","detrui"
"surround","окружать","ĉirkaŭi"
"deafen","оглушать","Surdigi"
"dominate","доминировать","domini"
"restrict","ограничивать","limigi"
"obtain","достигать","atingi"
"improve","улучшать","plibonigi"
"record","записывать","registri"
"request","запрашивать","peti"
"cancel","отменять","nuligi"
"approve","одобрять","aprobi"
"administer","управлять","administri"
"regulate","регулировать","reguligi"
"postpone","откладывать","prokrasti"
"allocate","выделять","asigni"
"coordinate","координировать","kunordigi"
"impose","заставлять","devigi"
"assign","поручать","komisii"
"transfer","передавать","transdoni"
